non_lockin_pivot_change_rate,lockin_pivot_change_rate,difference_lockin_minus_nonlockin,rate_ratio_lockin_over_nonlockin,n_non_lockin_events,n_lockin_events,n_events
0.23650256849315068,0.07503177966101694,-0.16147078883213373,0.3172556650825123,233600,566400,800000
