valid_minutes,venue_count,median_max_share,p95_max_share,p99_max_share,share_max_share_gt_0p5,share_max_share_gt_0p4,share_max_share_gt_0p3,median_HHI,p95_HHI,over_half_spell_count,spell_duration_median,spell_duration_p95,spell_duration_p99,max_spell_minutes,spells_ge_60_minutes,spells_ge_360_minutes,spells_ge_1440_minutes
1051200,7,0.5718930381269598,0.7887393242798758,0.8601425748120549,0.709308409436834,0.9382134703196348,0.9983514079147641,0.4096786889652998,0.6392896948474633,166241.0,2.0,15.0,34.0,365.0,409.0,1.0,0.0
