over_half_spell_count,spell_duration_median,spell_duration_p95,spell_duration_p99,max_spell_minutes,spells_ge_60_minutes,spells_ge_360_minutes,spells_ge_1440_minutes
166241,2.0,15.0,34.0,365,409,1,0
