metric,threshold,n,k,pivot_changed_rate,pivot_changed_ci_lo,pivot_changed_ci_hi,x_median,gamma,shock_type,lock_in,pivot_is_dominant_rate,HHI_roll_median,HHI_median,max_share_median
max_share,0.58125,38830,2472,0.0636621169199073,0.06127656748724937,0.06613399495373253,0.746502638355208,2.0,reallocate_total_fixed,1,1.0,0.5817180034336606,0.5815603976133832,0.746502638355208
max_share,0.6,64280,11134,0.17321095208462975,0.17030498256038581,0.1761559794117438,0.45262976620921974,-0.5,inflate_only,0,0.6588052271313005,0.3356204221096071,0.30929773575000363,0.45262976620921974
max_share,0.6,35720,461,0.012905935050391937,0.011786698753824688,0.014129931668139781,0.7616856842051372,-0.5,inflate_only,1,1.0,0.6007547703110507,0.6015344651005448,0.7616856842051372
max_share,0.6,64280,12635,0.1965619166148102,0.19350792690777463,0.19965217321915996,0.45262976620921974,-0.5,reallocate_total_fixed,0,0.6588052271313005,0.3356204221096071,0.30929773575000363,0.45262976620921974
max_share,0.6,35720,3321,0.09297312430011198,0.09000519473025234,0.09602859397627914,0.7616856842051372,-0.5,reallocate_total_fixed,1,1.0,0.6007547703110507,0.6015344651005448,0.7616856842051372
max_share,0.6,64280,9302,0.14471064094586186,0.14201214696550846,0.1474515990841676,0.45262976620921974,0.5,inflate_only,0,0.6588052271313005,0.3356204221096071,0.30929773575000363,0.45262976620921974
max_share,0.6,35720,0,0.0,0.0,0.0001075360271444043,0.7616856842051372,0.5,inflate_only,1,1.0,0.6007547703110507,0.6015344651005448,0.7616856842051372
max_share,0.6,64280,11602,0.18049159925326697,0.17753752596920577,0.18348386015778642,0.45262976620921974,0.5,reallocate_total_fixed,0,0.6588052271313005,0.3356204221096071,0.30929773575000363,0.45262976620921974
max_share,0.6,35720,33,0.0009238521836506159,0.0006579337147292858,0.0012971079849293536,0.7616856842051372,0.5,reallocate_total_fixed,1,1.0,0.6007547703110507,0.6015344651005448,0.7616856842051372
max_share,0.6,64280,14519,0.22587118855009333,0.22265500171908764,0.2291201392363963,0.45262976620921974,1.0,inflate_only,0,0.6588052271313005,0.3356204221096071,0.30929773575000363,0.45262976620921974
max_share,0.6,35720,79,0.002211646136618141,0.001775103752563966,0.0027552488845387583,0.7616856842051372,1.0,inflate_only,1,1.0,0.6007547703110507,0.6015344651005448,0.7616856842051372
max_share,0.6,64280,17398,0.27065961418792783,0.26723864591175006,0.2741079932100787,0.45262976620921974,1.0,reallocate_total_fixed,0,0.6588052271313005,0.3356204221096071,0.30929773575000363,0.45262976620921974
max_share,0.6,35720,457,0.012793952967525196,0.011679745943027677,0.014012944397419918,0.7616856842051372,1.0,reallocate_total_fixed,1,1.0,0.6007547703110507,0.6015344651005448,0.7616856842051372
max_share,0.6,64280,21129,0.3287025513378967,0.3250814563606293,0.3323441197735762,0.45262976620921974,2.0,inflate_only,0,0.6588052271313005,0.3356204221096071,0.30929773575000363,0.45262976620921974
max_share,0.6,35720,719,0.020128779395296753,0.018723103953860825,0.021637661725942208,0.7616856842051372,2.0,inflate_only,1,1.0,0.6007547703110507,0.6015344651005448,0.7616856842051372
max_share,0.6,64280,24797,0.38576540136901055,0.3820092242864893,0.38953523176232285,0.45262976620921974,2.0,reallocate_total_fixed,0,0.6588052271313005,0.3356204221096071,0.30929773575000363,0.45262976620921974
max_share,0.6,35720,1875,0.05249160134378499,0.05022655519905515,0.05485289403912531,0.7616856842051372,2.0,reallocate_total_fixed,1,1.0,0.6007547703110507,0.6015344651005448,0.7616856842051372
