lock_in,n,pivot_changed_rate,pivot_is_dominant_before_rate,pivot_is_dominant_after_rate,max_share_median,pivot_changed_ci_lo,pivot_changed_ci_hi
0,355952,0.27927641929248886,0.5070796062390435,0.49347945790443654,0.41744686889826066,0.2778049283749863,0.28075267446223034
1,444048,0.06767736821244551,1.0,0.9323226317875545,0.6622561989058908,0.06694226962838161,0.06841994705204123
