shock_type,gamma,bin_id,x_left,x_right,max_share_mid,n,k,pivot_rate,ci_lo,ci_hi
overall,1.0,6,0.4216009596824666,0.4344423441987721,0.42802165194061936,6676,1724,0.25823846614739365,0.24788078162915814,0.2688742264536682
overall,1.0,7,0.4344423441987721,0.44675247968030873,0.4405974119395404,6706,1728,0.257679689830003,0.24735259144554222,0.2682842605481024
overall,1.0,8,0.44675247968030873,0.45877259595325726,0.452762537816783,6756,1679,0.2485198342214328,0.23835962671507127,0.2589658727463362
overall,1.0,9,0.45877259595325726,0.4708111286199345,0.46479186228659586,6702,1690,0.25216353327364965,0.2419107538294841,0.2627002706838298
overall,1.0,10,0.4708111286199345,0.4828483954709849,0.4768297620454597,6622,1589,0.23995771670190275,0.229824335379622,0.2503926381139791
overall,1.0,11,0.4828483954709849,0.4950307653086553,0.4889395803898201,6544,1555,0.23762224938875307,0.22746558290886323,0.2480867884252265
overall,1.0,12,0.4950307653086553,0.5074266435783471,0.5012287044435012,6734,1808,0.2684882684882685,0.2580374126238714,0.2792031185278257
overall,1.0,13,0.5074266435783471,0.520074866132104,0.5137507548552256,6554,1610,0.2456515105279219,0.23538055582722242,0.25622046119032793
overall,1.0,14,0.520074866132104,0.5331033970365602,0.5265891315843321,6648,1283,0.19299037304452468,0.18368200478592206,0.20265335232781317
overall,1.0,15,0.5331033970365602,0.546589287763298,0.5398463423999291,6670,1072,0.16071964017991006,0.152101145438026,0.16972872837857766
overall,1.0,16,0.546589287763298,0.5606231095765379,0.5536061986699179,6944,865,0.12456797235023041,0.11700770924555655,0.13254340314595223
overall,1.0,17,0.5606231095765379,0.5752977840870855,0.5679604468318118,6738,672,0.09973285841495994,0.09280457435464898,0.1071172986243899
overall,1.0,18,0.5752977840870855,0.5908210634148128,0.5830594237509492,6698,508,0.07584353538369662,0.06974344098836364,0.08242989596427337
overall,1.0,19,0.5908210634148128,0.6071633163996064,0.5989921899072096,6720,372,0.055357142857142855,0.05013930535689107,0.061083064902396414
overall,1.0,20,0.6071633163996064,0.6248862060302598,0.6160247612149331,6514,239,0.03669020571077679,0.03239094329185606,0.04153561546342269
overall,1.0,21,0.6248862060302598,0.6444423678633692,0.6346642869468144,6598,144,0.021824795392543193,0.018567502038528874,0.025638587365373208
overall,1.0,22,0.6444423678633692,0.6662605712560713,0.6553514695597202,6542,91,0.013910119229593397,0.011343842248181621,0.01704694557656501
overall,1.0,23,0.6662605712560713,0.6910809904866043,0.6786707808713378,6862,60,0.008743806470416789,0.006799410040362212,0.011237941709785943
overall,1.0,24,0.6910809904866043,0.7198412132871507,0.7054611018868775,6606,23,0.00348168331819558,0.0023212009888533593,0.005219312538732537
overall,1.0,25,0.7198412132871507,0.7544648125596409,0.7371530129233959,6720,2,0.00029761904761904765,8.161996371155436e-05,0.0010846180987674904
overall,1.0,26,0.7544648125596409,0.7966198845044038,0.7755423485320223,6830,0,0.0,0.0,0.0005621435533419445
overall,1.0,27,0.7966198845044038,0.8450786863315518,0.8208492854179779,6550,0,0.0,0.0,0.0005861600316980502
overall,1.0,28,0.8450786863315518,0.8972190539995119,0.8711488701655319,6644,0,0.0,0.0,0.0005778717711926228
overall,1.0,29,0.8972190539995119,0.9960197461975304,0.9466194000985211,6686,0,0.0,5.421010862427522e-20,0.0005742437907647919
overall,2.0,0,0.16794657833855373,0.32945371423311787,0.2487001462858358,6592,3175,0.48164441747572817,0.46959646941279165,0.4937137471333425
overall,2.0,1,0.32945371423311787,0.3571411768295644,0.3432974455313411,6542,2807,0.42907367777438093,0.41712495133360317,0.4411056541854794
overall,2.0,2,0.3571411768295644,0.3770563532014113,0.3670987650154879,6690,2774,0.4146487294469357,0.4028953066484725,0.42650011854354275
