block_days,statistic,point_estimate,bootstrap_mean,bootstrap_se,ci95_low,ci95_high,reps_completed,seed,n_blocks
1,rate_nonlock,0.26318328559638815,0.2632067843155998,0.0018944282315829213,0.2595965181232542,0.26695390718952583,5000,20260710,1015
1,rate_lock,0.07735918846297744,0.0773831519510801,0.0013197206297466727,0.07476157221949167,0.07989942528942211,5000,20260710,1015
1,difference_lock_minus_nonlock,-0.1858240971334107,-0.1858236323645197,0.002217205917241759,-0.19019475890168686,-0.1815754662493563,5000,20260710,1015
1,ratio_lock_over_nonlock,0.29393655561247806,0.2940135909188067,0.005279175134033303,0.28359488697357094,0.3045295053947245,5000,20260710,1015
7,rate_nonlock,0.26318328559638815,0.26317782606271906,0.002262748086707997,0.2588362893983171,0.26765788564061976,5000,20260710,145
7,rate_lock,0.07735918846297744,0.07738438228692425,0.002740136058186565,0.07201117783732373,0.08269784945718267,5000,20260710,145
7,difference_lock_minus_nonlock,-0.1858240971334107,-0.18579344377579476,0.0033455076640386107,-0.19242701639047982,-0.17919842300598743,5000,20260710,145
7,ratio_lock_over_nonlock,0.29393655561247806,0.2940497309933701,0.01042755270700182,0.27363725972223335,0.314721968260527,5000,20260710,145
