check_id,check_name,status,severity,scenario,value,threshold,message
ORIG_DIAG_001,Original diagnostics: n_exchanges_used,PASS,INFO,EXCL_OKX,6.0,original run diagnostics status,"Binance,Bitfinex,BitMEX,Bitstamp,Coinbase,KuCoin"
ORIG_DIAG_001,Original diagnostics: lockin_pivot_equals_dominant_ratio,PASS,INFO,EXCL_OKX,1.0,original run diagnostics status,Expected to be near 1 when max_share > 0.5; exact ties can lower it.
DIAG_001,lock_in pivot equals dominant_exchange ratio,PASS,INFO,EXCL_OKX,1.0,>= 0.999 PASS; >= 0.99 WARNING,Expected to be near 1 when max_share > 0.5; exact ties can lower it.
ORIG_DIAG_001,Original diagnostics: negative_weights_after_cleaning,PASS,INFO,EXCL_OKX,0.0,original run diagnostics status,Scenario arrays set invalid/nonpositive weights to zero before normalization.
DIAG_003,No negative weights after cleaning,PASS,INFO,EXCL_OKX,0,0,Scenario arrays set invalid/nonpositive weights to zero before normalization.
ORIG_DIAG_001,Original diagnostics: sampled_candidate_events,PASS,INFO,EXCL_OKX,100000.0,original run diagnostics status,total_candidates=6264767
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,EXCL_OKX,100000.0,original run diagnostics status,shock_type=inflate_only; delta_w=-0.5; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,EXCL_OKX,100000.0,original run diagnostics status,shock_type=inflate_only; delta_w=0.5; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,EXCL_OKX,100000.0,original run diagnostics status,shock_type=inflate_only; delta_w=1.0; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,EXCL_OKX,100000.0,original run diagnostics status,shock_type=inflate_only; delta_w=2.0; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,EXCL_OKX,100000.0,original run diagnostics status,shock_type=reallocate_total_fixed; delta_w=-0.5; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,EXCL_OKX,94531.0,original run diagnostics status,shock_type=reallocate_total_fixed; delta_w=0.5; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,EXCL_OKX,88884.0,original run diagnostics status,shock_type=reallocate_total_fixed; delta_w=1.0; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,EXCL_OKX,81328.0,original run diagnostics status,shock_type=reallocate_total_fixed; delta_w=2.0; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: vwap_kappa_equals_max_share,PASS,INFO,EXCL_OKX,4.830580380144056e-13,original run diagnostics status,lambda=-0.001; mean_abs=7.215406634470344e-14
DIAG_002,VWAP kappa equals max_share max absolute error,PASS,INFO,EXCL_OKX,4.830580380144056e-13,<= 1e-8 PASS; <= 1e-6 WARNING,lambda=-0.001; mean_abs=7.215406634470344e-14
ORIG_DIAG_001,Original diagnostics: vwap_kappa_equals_max_share,PASS,INFO,EXCL_OKX,5.901945598907332e-13,original run diagnostics status,lambda=0.001; mean_abs=9.176960991706861e-14
DIAG_002,VWAP kappa equals max_share max absolute error,PASS,INFO,EXCL_OKX,5.901945598907332e-13,<= 1e-8 PASS; <= 1e-6 WARNING,lambda=0.001; mean_abs=9.176960991706861e-14
ORIG_DIAG_001,Original diagnostics: vwap_kappa_equals_max_share,PASS,INFO,EXCL_OKX,5.306866057708248e-14,original run diagnostics status,lambda=-0.01; mean_abs=7.280016608360894e-15
DIAG_002,VWAP kappa equals max_share max absolute error,PASS,INFO,EXCL_OKX,5.306866057708248e-14,<= 1e-8 PASS; <= 1e-6 WARNING,lambda=-0.01; mean_abs=7.280016608360894e-15
ORIG_DIAG_001,Original diagnostics: vwap_kappa_equals_max_share,PASS,INFO,EXCL_OKX,6.439293542825908e-14,original run diagnostics status,lambda=0.01; mean_abs=7.322813503891123e-15
DIAG_002,VWAP kappa equals max_share max absolute error,PASS,INFO,EXCL_OKX,6.439293542825908e-14,<= 1e-8 PASS; <= 1e-6 WARNING,lambda=0.01; mean_abs=7.322813503891123e-15
ORIG_DIAG_001,Original diagnostics: main_contrast_pivot_baseline_source,PASS,INFO,FULL,,original run diagnostics status,Using requested baseline pivot-change definition.
ORIG_DIAG_001,Original diagnostics: main_contrast_pivot_baseline_source,PASS,INFO,EXCL_Binance,,original run diagnostics status,Using requested baseline pivot-change definition.
ORIG_DIAG_001,Original diagnostics: main_contrast_pivot_baseline_source,PASS,INFO,EXCL_Bitfinex,,original run diagnostics status,Using requested baseline pivot-change definition.
ORIG_DIAG_001,Original diagnostics: main_contrast_pivot_baseline_source,PASS,INFO,EXCL_BitMEX,,original run diagnostics status,Using requested baseline pivot-change definition.
ORIG_DIAG_001,Original diagnostics: main_contrast_pivot_baseline_source,PASS,INFO,EXCL_Bitstamp,,original run diagnostics status,Using requested baseline pivot-change definition.
ORIG_DIAG_001,Original diagnostics: main_contrast_pivot_baseline_source,PASS,INFO,EXCL_Coinbase,,original run diagnostics status,Using requested baseline pivot-change definition.
ORIG_DIAG_001,Original diagnostics: main_contrast_pivot_baseline_source,PASS,INFO,EXCL_KuCoin,,original run diagnostics status,Using requested baseline pivot-change definition.
ORIG_DIAG_001,Original diagnostics: main_contrast_pivot_baseline_source,PASS,INFO,EXCL_OKX,,original run diagnostics status,Using requested baseline pivot-change definition.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,45033,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,54967,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,45033,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,54967,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,45033,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,54967,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,45033,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,54967,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,45033,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,54967,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,45033,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,51058,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,45033,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,47174,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,38151,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,FULL,47020,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,55154,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,44846,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,55154,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,44846,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,55154,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,44846,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,55154,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,44846,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,55154,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,44846,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,55154,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,42211,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,55154,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,37321,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,46334,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Binance,36971,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,39988,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,60012,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,39988,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,60012,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,39988,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,60012,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,39988,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,60012,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,39988,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,60012,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,39988,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,55073,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,39988,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,49833,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,32372,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitfinex,49520,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,22149,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,77851,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,22149,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,77851,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,22149,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,77851,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,22149,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,77851,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,22149,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,77851,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,22149,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,70903,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,22149,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,64840,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,17430,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_BitMEX,64537,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,42182,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,57818,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,42182,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,57818,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,42182,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,57818,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,42182,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,57818,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,42182,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,57818,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,42182,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,53138,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,42182,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,48011,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,34050,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Bitstamp,47774,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,27031,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,72969,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,27031,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,72969,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,27031,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,72969,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,27031,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,72969,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,27031,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,72969,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,27031,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,66468,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,27031,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,60620,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,20826,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_Coinbase,59861,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,35598,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,64402,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,35598,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,64402,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,35598,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,64402,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,35598,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,64402,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,35598,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,64402,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,35598,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,58887,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,35598,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,53492,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,28165,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_KuCoin,53034,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,34227,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,65773,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,34227,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,65773,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,34227,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,65773,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,34227,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,65773,>= 1000 PASS; >0 WARNING,shock_type=inflate_only; delta_w=2.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,34227,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,65773,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=-0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,34227,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,60304,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=0.5; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,34227,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,54657,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=1.0; lock_in=1.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,27074,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=0.
EVENT_001,Sufficient effective event count,PASS,INFO,EXCL_OKX,54254,>= 1000 PASS; >0 WARNING,shock_type=reallocate_total_fixed; delta_w=2.0; lock_in=1.
