active_venue_set,missing_venue_set,block_days,statistic,point_estimate,bootstrap_mean,bootstrap_se,ci95_low,ci95_high,block_count,completed_reps,requested_reps,seed
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,1,rate_nonlock,0.27671179480422514,0.27668248713865096,0.0019500200069713066,0.2729288605831645,0.2805165477870606,730,5000,5000,42
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,1,rate_lock,0.06934753869599544,0.06936559675790836,0.001835015059928116,0.0658240566471334,0.07305862589480229,730,5000,5000,42
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,1,difference_lock_minus_nonlock,-0.2073642561082297,-0.20731689038074255,0.002545209874176449,-0.2124239332905306,-0.2023178773660607,730,5000,5000,42
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,1,ratio_lock_over_nonlock,0.25061287591683307,0.25071261320404464,0.006696252931327275,0.23762430782177357,0.26407233811997277,730,5000,5000,42
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,7,rate_nonlock,0.27671179480422514,0.27671055789962284,0.0024035344685198966,0.27190629558408,0.28135939223956863,105,5000,5000,42
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,7,rate_lock,0.06934753869599544,0.06958344806978775,0.004462524181889048,0.061204552479498214,0.0785035209357432,105,5000,5000,42
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,7,difference_lock_minus_nonlock,-0.2073642561082297,-0.2071271098298351,0.004879913825524442,-0.21658581040289163,-0.19744025986563804,105,5000,5000,42
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,7,ratio_lock_over_nonlock,0.25061287591683307,0.2514732232517633,0.016079599370799225,0.22060324797356384,0.2834607506518578,105,5000,5000,42
