valid_minutes,calendar_coverage_share,share_max_share_gt_0p5,share_max_share_gt_0p4,share_max_share_gt_0p3,median_max_share,p95_max_share,p99_max_share,median_HHI,p95_HHI,dominant_exchange_distribution,spell_count,median_spell,p95_spell,p99_spell,maximum_spell,spells_ge_60_minutes,spells_ge_360_minutes,spells_ge_1440_minutes,spells_terminated_by_availability_interruption,missing_run_count,longest_missing_run_minutes
1024633,0.9747269786910198,0.7772763516302911,0.9465984406123948,0.9979680529516421,0.6223640942634494,0.9063988853109166,0.9481252684617495,0.4422876001869472,0.8257626962220591,"{""Binance"":0.9218510432515837,""Bitfinex"":0.0071157185060407,""Bitstamp"":0.0016005730832405359,""Coinbase"":0.031011103487785383,""KuCoin"":0.007382155366848423,""OKX"":0.03103940630450122}",136254,2.0,19.0,54.0,1365,1161,52,0,14957,17965,589
