active_venue_set,missing_venue_set,valid_minutes,base_minute_count,total_event_count,n_non_lockin_events,n_lockin_events,non_lockin_pivot_change_rate,lockin_pivot_change_rate,difference_lockin_minus_nonlockin,rate_ratio_lockin_over_nonlockin,pivot_dominant_before_rate,pivot_dominant_after_rate,median_max_share_non_lockin,median_max_share_lockin
Binance|Bitfinex|BitMEX|Bitstamp|Coinbase|KuCoin|OKX,,1008835,100000,800000,364296,435704,0.27671179480422514,0.06934753869599544,-0.2073642561082297,0.25061287591683307,0.77743,0.73391875,0.4170012507751196,0.6551913218155816
