base_minute_count,total_event_count,n_non_lockin_events,n_lockin_events,non_lockin_pivot_change_rate,lockin_pivot_change_rate,difference_lockin_minus_nonlockin,rate_ratio_lockin_over_nonlockin,pivot_dominant_before_rate,pivot_dominant_after_rate,median_max_share_non_lockin,median_max_share_lockin,all_six_valid_minutes
100000,800000,178928,621072,0.2660623267459537,0.0615629105804158,-0.2044994161655379,0.23138529732245172,0.90756,0.85340125,0.44217658374974034,0.6753688830694082,1024633
