valid_minutes,calendar_coverage_share,share_max_share_gt_0p5,share_max_share_gt_0p4,share_max_share_gt_0p3,median_max_share,p95_max_share,p99_max_share,median_HHI,p95_HHI,dominant_exchange_distribution,spell_count,median_spell,p95_spell,p99_spell,maximum_spell,spells_ge_60_minutes,spells_ge_360_minutes,spells_ge_1440_minutes,spells_terminated_by_availability_interruption,missing_run_count,longest_missing_run_minutes,coverage_2021,coverage_2022,calendar_minutes,all_seven_valid_minutes,base_minute_count,total_event_count,n_non_lockin_events,n_lockin_events,non_lockin_pivot_change_rate,lockin_pivot_change_rate,difference_lockin_minus_nonlockin,rate_ratio_lockin_over_nonlockin,pivot_dominant_before_rate,pivot_dominant_after_rate,median_max_share_non_lockin,median_max_share_lockin
1008835,0.9596984398782344,0.5450465140483826,0.8175142614996506,0.9841807629592549,0.5187303697822121,0.8709818530543195,0.9267016694033051,0.3545871075190714,0.7652009209555946,"{""Binance"":0.7987659032448319,""BitMEX"":0.1326183171678223,""Bitfinex"":0.006363776038698103,""Bitstamp"":0.0013758444145970353,""Coinbase"":0.026341274836816725,""KuCoin"":0.006449022882830195,""OKX"":0.028085861414403744}",179252,1.0,8.0,29.489999999990687,787,639,15,0,21503,27789,589,0.9821499238964992,0.9372469558599695,1051200,1008835,100000,800000,364296,435704,0.27671179480422514,0.06934753869599544,-0.2073642561082297,0.25061287591683307,0.77743,0.73391875,0.4170012507751196,0.6551913218155816
