bin_id,left,right
0,0.1858863065273828,0.4084709008909692
1,0.4084709008909692,0.48209942431512665
2,0.48209942431512665,0.5740096401326112
3,0.5740096401326112,0.7421642163731287
4,0.7421642163731287,0.9945077405352594
