statistic,bootstrap_mean,bootstrap_se,ci95_low,ci95_high
rate_nonlock,0.27929001706910705,0.00196730369352949,0.2754195203423811,0.28305956998451925
rate_lock,0.0677435908149564,0.0018671103377680826,0.06419729475484555,0.07147927864157629
difference_lock_minus_nonlock,-0.21154642625415063,0.002649131696969415,-0.2167770139071784,-0.20626634451912038
ratio_lock_over_nonlock,0.242566304338794,0.006823842476916109,0.22921946335487575,0.2559985063212271
