non_lockin_pivot_change_rate,lockin_pivot_change_rate,difference_lockin_minus_nonlockin,rate_ratio_lockin_over_nonlockin,n_non_lockin_events,n_lockin_events,n_events
0.28668153899640747,0.11207237709963944,-0.17460916189676803,0.39092987114543104,345160,454840,800000
