delta_abs,max_share_group,hhi_rest_group,N,LWMP_exceed_pct,LWMP_CI_lo_pct,LWMP_CI_hi_pct,VWAP_p95_PT,VWAP_p95_CI_lo,VWAP_p95_CI_hi
0.05,max_share LOW (bottom tercile),HHI_rest LOW (bottom tercile),4,0.0,0.0,48.990002040399915,0.16503513158726077,0.04663810049393831,0.16909134795935798
0.05,max_share LOW (bottom tercile),HHI_rest HIGH (top tercile),52586,0.0,6.776263578034403e-19,0.007304832802538806,0.40504842730984597,0.4033736833026795,0.4064321408199935
0.05,max_share HIGH (top tercile),HHI_rest LOW (bottom tercile),49716,14.387722262450719,14.08196151248603,14.698986172592676,0.8416997814884539,0.8385091604572532,0.84515345321384
0.05,max_share HIGH (top tercile),HHI_rest HIGH (top tercile),4902,13.729090167278663,12.794016110848291,14.720969289414123,0.7106148905899938,0.7016058224952042,0.7184771648541441
0.1,max_share LOW (bottom tercile),HHI_rest LOW (bottom tercile),4,0.0,0.0,48.990002040399915,0.10400345555124602,0.029557384851355388,0.11310118356117799
0.1,max_share LOW (bottom tercile),HHI_rest HIGH (top tercile),52586,0.0,6.776263578034403e-19,0.007304832802538806,0.4033876123464315,0.40198981672785483,0.40466089553704976
0.1,max_share HIGH (top tercile),HHI_rest LOW (bottom tercile),49716,14.341459489902647,14.036115438598774,14.652313850363402,0.8430760331583564,0.8401726441000443,0.8466345493016905
0.1,max_share HIGH (top tercile),HHI_rest HIGH (top tercile),4902,13.606691146470828,12.675331215561677,14.595047836220184,0.7109933940984103,0.7040919254562852,0.7177047161380965
